"LEASE_NUMBER","MMS_COMPANY_NUM","BUS_ASC_NAME","ASGN_STATUS_CODE","OWNER_ALIQUOT_CD","SN_LSE_OWNER","ASSGN_APRV_DATE","MMS_STRT_DATE","ASSGN_TERM_DATE","OWNER_GROUP_CODE","ASSIGNMENT_PCT","ASSGN_EFF_DATE","LEASE_NUM"
"G33336","03601","Repsol Oil & Gas Gulf of Mexico, LLC","C","1","304049",5/27/2022,9/16/2019,,"","50",1/1/2022,"G33336"
"G33341","03601","Repsol Oil & Gas Gulf of Mexico, LLC","C","1","303991",5/20/2022,9/16/2019,,"","50",1/1/2022,"G33341"
"G33918","03601","Repsol Oil & Gas Gulf of Mexico, LLC","C","1","303915",5/16/2022,9/16/2019,,"","50",1/1/2022,"G33918"
"G36077","03601","Repsol Oil & Gas Gulf of Mexico, LLC","C","1","303927",5/17/2022,9/16/2019,,"","35.625",1/1/2022,"G36077"
"G36407","02481","BP Exploration & Production Inc.","C","1","303906",5/16/2022,11/9/2000,,"","40",4/1/2022,"G36407"
"G36408","02481","BP Exploration & Production Inc.","C","1","303913",5/16/2022,11/9/2000,,"","40",4/1/2022,"G36408"
"G36409","02481","BP Exploration & Production Inc.","C","1","303928",5/17/2022,11/9/2000,,"","40",4/1/2022,"G36409"
"G36431","02481","BP Exploration & Production Inc.","C","1","292852",11/1/2018,11/9/2000,,"","100",11/1/2018,"G36431"
"G36437","02481","BP Exploration & Production Inc.","C","1","292858",12/1/2018,11/9/2000,,"","100",12/1/2018,"G36437"
"G36442","02481","BP Exploration & Production Inc.","C","1","292863",12/1/2018,11/9/2000,,"","100",12/1/2018,"G36442"
"G36448","02481","BP Exploration & Production Inc.","C","1","303854",5/12/2022,11/9/2000,,"","40",4/1/2022,"G36448"
"G36449","02481","BP Exploration & Production Inc.","C","1","303942",5/17/2022,11/9/2000,,"","45",4/1/2022,"G36449"
"G36791","02481","BP Exploration & Production Inc.","C","1","302637",12/8/2021,11/9/2000,,"","70",5/1/2021,"G36791"
"G36792","02481","BP Exploration & Production Inc.","C","1","302639",12/8/2021,11/9/2000,,"","70",5/1/2021,"G36792"
"G36798","02481","BP Exploration & Production Inc.","C","1","295998",12/1/2019,11/9/2000,,"","100",12/1/2019,"G36798"
"G36800","02481","BP Exploration & Production Inc.","C","1","296000",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36800"
"G36824","02481","BP Exploration & Production Inc.","C","1","296026",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36824"
"G36825","02481","BP Exploration & Production Inc.","C","1","296027",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36825"
"G36827","02481","BP Exploration & Production Inc.","C","1","296029",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36827"
"G36830","02481","BP Exploration & Production Inc.","C","1","296032",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36830"
"G36831","02481","BP Exploration & Production Inc.","C","1","296033",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36831"
"G36832","02481","BP Exploration & Production Inc.","C","1","296034",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36832"
"G36833","02481","BP Exploration & Production Inc.","C","1","296035",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36833"
"G36834","02481","BP Exploration & Production Inc.","C","1","296036",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36834"
"G36835","02481","BP Exploration & Production Inc.","C","1","296037",11/1/2019,11/9/2000,,"","100",11/1/2019,"G36835"
"G36869","02503","Contango Operators, Inc.","C","1","303614",4/21/2022,3/15/2001,,"","85.5",6/23/2021,"G36869"
"G19001","02502","Walter Hydrocarbons, Inc.","C","1","204873",9/29/2006,2/21/2001,,"","36",11/4/2002,"G19001"
"G19001","02502","Walter Hydrocarbons, Inc.","C","1","204873",9/29/2006,2/21/2001,,"","36",11/4/2002,"G19001"
"G22268","02222","PetroQuest Energy, L.L.C.","C","1","152521",12/1/2000,,,"","100",12/1/2000,"G22268"
"G02955","02513","Petro Ventures, Inc.","C","A","302709",6/5/2013,5/4/2001,,"A","30.2",1/1/2013,"G02955"
"G02955","02513","Petro Ventures, Inc.","C","B","302389",6/5/2013,5/4/2001,,"B","100",1/11/2010,"G02955"
"G13964","02513","Petro Ventures, Inc.","C","A","269690",6/10/2013,5/4/2001,,"A","100",1/1/2013,"G13964"
"G13964","02513","Petro Ventures, Inc.","C","B","269689",6/10/2013,5/4/2001,,"B","30.2",1/1/2013,"G13964"
" 00697","02569","South Pass Properties, Inc.","C","1","289844",9/5/2017,1/15/2002,,"","13.74999",1/1/2012,"00697"
" 00697","02569","South Pass Properties, Inc.","C","1","289844",9/5/2017,1/15/2002,,"","13.74999",1/1/2012,"00697"
"G18292","02574","CL&F Resources LP","C","1","294204",3/11/2019,1/25/2002,,"","10",10/31/2018,"G18292"
"G24881","02574","CL&F Resources LP","C","1","276741",10/3/2014,1/25/2002,,"","33.75",7/1/2013,"G24881"
"G33644","02574","CL&F Resources LP","C","1","303911",5/16/2022,,,"","48",7/1/2021,"G33644"
"G12951","01699","HE&D Offshore, L.P.","C","1","277688",11/26/2014,1/31/2002,,"","8.75",12/1/2013,"G12951"
"G24881","01699","HE&D Offshore, L.P.","C","1","276744",10/3/2014,1/31/2002,,"","10",7/1/2013,"G24881"
"G33109","01699","HE&D Offshore, L.P.","C","1","300540",10/5/2020,1/31/2002,,"","10",4/1/2020,"G33109"
"G26168","02579","Tana Exploration Company LLC","C","1","256943",9/16/2011,2/25/2002,,"","11.5",1/1/2011,"G26168"
"G24881","01999","Houston Energy, L.P.","C","1","276739",10/3/2014,2/15/2002,,"","2.7",7/1/2013,"G24881"
"G35324","01999","Houston Energy, L.P.","C","1","300139",9/22/2020,2/15/2002,,"","2.5",2/28/2020,"G35324"
"G35329","01999","Houston Energy, L.P.","C","1","299109",9/22/2020,2/15/2002,,"","5",2/28/2020,"G35329"
"G35422","01999","Houston Energy, L.P.","C","1","300323",9/22/2020,2/15/2002,,"","5.79",2/28/2020,"G35422"
"G35423","01999","Houston Energy, L.P.","C","1","300326",9/22/2020,2/15/2002,,"","5.79",2/28/2020,"G35423"
"G35427","01999","Houston Energy, L.P.","C","1","300330",9/22/2020,2/15/2002,,"","5.79",2/28/2020,"G35427"
"G35631","01999","Houston Energy, L.P.","C","1","297934",8/12/2020,2/15/2002,,"","2.5",7/17/2020,"G35631"
"G35724","01999","Houston Energy, L.P.","C","1","279836",8/1/2015,2/15/2002,,"","5",8/1/2015,"G35724"
"G35992","01999","Houston Energy, L.P.","C","1","301676",3/23/2021,2/15/2002,,"","20",5/1/2020,"G35992"
"G36023","01999","Houston Energy, L.P.","C","1","299973",9/22/2020,2/15/2002,,"","5",2/28/2020,"G36023"
"G36059","01999","Houston Energy, L.P.","C","1","297344",6/1/2020,2/15/2002,,"","20",3/1/2020,"G36059"
"G36062","01999","Houston Energy, L.P.","C","1","300839",12/4/2020,2/15/2002,,"","5",10/14/2020,"G36062"
"G36629","01999","Houston Energy, L.P.","C","1","297200",3/27/2020,2/15/2002,,"","15",7/1/2019,"G36629"
"G37000","01999","Houston Energy, L.P.","C","1","300953",2/1/2021,2/15/2002,,"","15",2/1/2021,"G37000"
"G36646","01999","Houston Energy, L.P.","C","1","297196",3/27/2020,2/15/2002,,"","15",7/1/2019,"G36646"
"G36699","01999","Houston Energy, L.P.","C","1","294793",6/1/2019,2/15/2002,,"","15",6/1/2019,"G36699"
"G36700","01999","Houston Energy, L.P.","C","1","300995",12/8/2020,2/15/2002,,"","15",6/1/2019,"G36700"
"G36701","01999","Houston Energy, L.P.","C","1","294797",7/1/2019,2/15/2002,,"","15",7/1/2019,"G36701"
"G36703","01999","Houston Energy, L.P.","C","1","294800",7/1/2019,2/15/2002,,"","15",7/1/2019,"G36703"
"G36134","01999","Houston Energy, L.P.","C","1","297825",8/7/2020,2/15/2002,,"","2.5",5/1/2020,"G36134"
"G36161","01999","Houston Energy, L.P.","C","1","301034",12/9/2020,2/15/2002,,"","5",9/10/2020,"G36161"
"G36162","01999","Houston Energy, L.P.","C","1","301045",12/9/2020,2/15/2002,,"","5",9/10/2020,"G36162"
"G36178","01999","Houston Energy, L.P.","C","1","298065",8/13/2020,2/15/2002,,"","10",7/17/2020,"G36178"
"G36179","01999","Houston Energy, L.P.","C","1","298069",8/13/2020,2/15/2002,,"","5",7/17/2020,"G36179"
"G36180","01999","Houston Energy, L.P.","C","1","298116",8/13/2020,2/15/2002,,"","5",7/17/2020,"G36180"
"G36872","01999","Houston Energy, L.P.","C","1","301337",2/5/2021,2/15/2002,,"","50",8/1/2020,"G36872"
"G36876","01999","Houston Energy, L.P.","C","1","300828",12/4/2020,2/15/2002,,"","23.0975",7/17/2020,"G36876"
"G36918","01999","Houston Energy, L.P.","C","1","297414",7/1/2020,2/15/2002,,"","25",7/1/2020,"G36918"
"G36920","01999","Houston Energy, L.P.","C","1","297419",7/1/2020,2/15/2002,,"","35",7/1/2020,"G36920"
"G36926","01999","Houston Energy, L.P.","C","1","297427",8/1/2020,2/15/2002,,"","5",8/1/2020,"G36926"
"G36308","01999","Houston Energy, L.P.","C","1","303997",5/25/2022,2/15/2002,,"","7.77778",4/1/2022,"G36308"
"G36315","01999","Houston Energy, L.P.","C","1","302375",10/8/2021,2/15/2002,,"","5.8625",7/1/2020,"G36315"
"G35833","01999","Houston Energy, L.P.","C","1","299969",9/22/2020,2/15/2002,,"","3.25",2/28/2020,"G35833"
"G35836","01999","Houston Energy, L.P.","C","1","299275",9/22/2020,2/15/2002,,"","5",2/28/2020,"G35836"
"G35867","01999","Houston Energy, L.P.","C","A","302275",9/22/2021,2/15/2002,,"A","5",6/6/2021,"G35867"
"G35881","01999","Houston Energy, L.P.","C","1","298668",9/22/2020,2/15/2002,,"","33.34",2/28/2020,"G35881"
"G35893","01999","Houston Energy, L.P.","C","1","296268",10/22/2019,2/15/2002,,"","5",6/1/2016,"G35893"
"G35894","01999","Houston Energy, L.P.","C","1","285123",8/1/2016,2/15/2002,,"","5",8/1/2016,"G35894"
"G35895","01999","Houston Energy, L.P.","C","1","285125",8/1/2016,2/15/2002,,"","5",8/1/2016,"G35895"
"G36363","01999","Houston Energy, L.P.","C","1","302487",10/21/2021,2/15/2002,,"","100",10/1/2021,"G36363"
"G36761","01999","Houston Energy, L.P.","C","1","301623",3/15/2021,2/15/2002,,"","75",12/1/2020,"G36761"
"G31349","02478","Calypso Exploration, LLC","C","1","288183",3/3/2017,11/21/2012,,"","37.5",6/11/2009,"G31349"
"G34435","02478","Calypso Exploration, LLC","C","1","300017",9/22/2020,11/21/2012,,"","10.125",2/28/2020,"G34435"
"G34438","02478","Calypso Exploration, LLC","C","1","300099",9/22/2020,11/21/2012,,"","10.125",2/28/2020,"G34438"
"G35326","02478","Calypso Exploration, LLC","C","1","300065",9/22/2020,11/21/2012,,"","10.125",2/28/2020,"G35326"
"G35491","02478","Calypso Exploration, LLC","C","1","299026",9/22/2020,11/21/2012,,"","10.125",2/28/2020,"G35491"
"G35632","02478","Calypso Exploration, LLC","C","1","299186",9/22/2020,11/21/2012,,"","10.125",2/28/2020,"G35632"
"G24055","03273","Ridgewood Energy Bluewater Oil Fund III, LLC","C","1","298675",9/22/2020,1/10/2013,,"","3.26778",2/28/2020,"G24055"
"G35324","03273","Ridgewood Energy Bluewater Oil Fund III, LLC","C","1","300149",9/22/2020,1/10/2013,,"","1.33592",2/28/2020,"G35324"
"G35491","03273","Ridgewood Energy Bluewater Oil Fund III, LLC","C","1","299025",9/22/2020,1/10/2013,,"","3.26778",2/28/2020,"G35491"
"G22868","03210","Crux1, LLC","C","1","301860",6/17/2021,4/25/2013,,"","7.3125",8/1/2020,"G22868"
"G22868","03210","Crux1, LLC","C","1","301860",6/17/2021,4/25/2013,,"","7.3125",8/1/2020,"G22868"
"G22873","03210","Crux1, LLC","C","1","300069",9/22/2020,4/25/2013,,"","7.3125",2/28/2020,"G22873"
"G22873","03210","Crux1, LLC","C","1","300069",9/22/2020,4/25/2013,,"","7.3125",2/28/2020,"G22873"
"G22877","03210","Crux1, LLC","C","1","300082",9/22/2020,10/31/2011,,"","7.3125",2/28/2020,"G22877"
"G22877","03210","Crux1, LLC","C","1","300082",9/22/2020,10/31/2011,,"","7.3125",2/28/2020,"G22877"
"G24055","03210","Crux1, LLC","C","1","298673",9/22/2020,4/25/2013,,"","16.15625",2/28/2020,"G24055"
"G24064","03210","Crux1, LLC","C","1","301877",6/17/2021,10/31/2011,,"","7.3125",8/1/2020,"G24064"
"G24064","03210","Crux1, LLC","C","1","301877",6/17/2021,10/31/2011,,"","7.3125",8/1/2020,"G24064"
"G32303","03210","Crux1, LLC","C","1","295554",8/20/2019,10/31/2011,,"","25",1/1/2019,"G32303"
"G34435","03210","Crux1, LLC","C","1","300018",9/22/2020,4/25/2013,,"","7.3125",2/28/2020,"G34435"
"G34438","03210","Crux1, LLC","C","1","300100",9/22/2020,10/31/2011,,"","7.3125",2/28/2020,"G34438"
"G35491","03210","Crux1, LLC","C","1","299023",9/22/2020,4/25/2013,,"","16.15625",2/28/2020,"G35491"
"G34421","03291","Ridgewood Praline, LLC","C","1","301972",6/24/2021,2/5/2014,,"","21.375",1/1/2021,"G34421"
"G34886","03291","Ridgewood Praline, LLC","C","1","301982",6/24/2021,2/5/2014,,"","21.375",1/1/2021,"G34886"
"G33701","03293","Ridgewood Steelhead, LLC","C","1","301964",6/24/2021,2/5/2014,,"","14.46435",1/1/2021,"G33701"
" 00310","03295","Fieldwood Energy LLC","C","B","288634",3/21/2017,7/31/2013,,"B","60",8/1/2015,"00310"
" 00786","03295","Fieldwood Energy LLC","C","1","291755",5/16/2018,7/31/2013,,"","100",4/11/2018,"00786"
" 00810","03295","Fieldwood Energy LLC","C","1","276375",8/19/2014,7/31/2013,,"","50",7/1/2013,"00810"
" 00810","03295","Fieldwood Energy LLC","C","1","276375",8/19/2014,7/31/2013,,"","50",7/1/2013,"00810"
" 00811","03295","Fieldwood Energy LLC","C","1","278774",2/23/2015,7/31/2013,,"","50",7/1/2013,"00811"
" 00812","03295","Fieldwood Energy LLC","C","1","277310",11/3/2014,7/31/2013,,"","50",7/1/2014,"00812"
" 00812","03295","Fieldwood Energy LLC","C","1","277310",11/3/2014,7/31/2013,,"","50",7/1/2014,"00812"
" 00813","03295","Fieldwood Energy LLC","C","1","278904",3/6/2015,7/31/2013,,"","50",7/1/2013,"00813"
" 00820","03295","Fieldwood Energy LLC","C","1","281598",8/21/2015,7/31/2013,,"","66.66",1/1/2015,"00820"
"G01039","03295","Fieldwood Energy LLC","C","1","291678",5/9/2018,7/31/2013,,"","100",4/11/2018,"G01039"
"G01106","03295","Fieldwood Energy LLC","C","1","291744",5/16/2018,7/31/2013,,"","100",4/11/2018,"G01106"
"G01106","03295","Fieldwood Energy LLC","C","1","291744",5/16/2018,7/31/2013,,"","100",4/11/2018,"G01106"
"G01294","03295","Fieldwood Energy LLC","C","1","291679",5/9/2018,7/31/2013,,"","100",4/11/2018,"G01294"
"G01610","03295","Fieldwood Energy LLC","C","1","291693",5/10/2018,7/31/2013,,"","50",4/11/2018,"G01610"
"G01614","03295","Fieldwood Energy LLC","C","1","291696",5/10/2018,7/31/2013,,"","100",4/11/2018,"G01614"
"G01666","03295","Fieldwood Energy LLC","C","1","291984",6/13/2018,7/31/2013,,"","100",4/11/2018,"G01666"
"G01666","03295","Fieldwood Energy LLC","C","1","291984",6/13/2018,7/31/2013,,"","100",4/11/2018,"G01666"
"G01757","03295","Fieldwood Energy LLC","C","A","283704",12/7/2015,7/31/2013,,"A","12.5",1/1/2015,"G01757"
"G01848","03295","Fieldwood Energy LLC","C","1","281133",7/23/2015,7/31/2013,,"","90",7/1/2013,"G01848"
"G01848","03295","Fieldwood Energy LLC","C","1","281133",7/23/2015,7/31/2013,,"","90",7/1/2013,"G01848"
"G01901","03295","Fieldwood Energy LLC","C","1","291700",5/11/2018,7/31/2013,,"","50",4/11/2018,"G01901"
"G01966","03295","Fieldwood Energy LLC","C","1","291778",5/17/2018,7/31/2013,,"","50",4/11/2018,"G01966"
"G01967","03295","Fieldwood Energy LLC","C","1","291794",5/22/2018,7/31/2013,,"","50",4/11/2018,"G01967"
"G02063","03295","Fieldwood Energy LLC","C","1","291830",5/31/2018,7/31/2013,,"","15.66937",4/11/2018,"G02063"
"G02063","03295","Fieldwood Energy LLC","C","1","291830",5/31/2018,7/31/2013,,"","15.66937",4/11/2018,"G02063"
"G02115","03295","Fieldwood Energy LLC","C","1","291917",6/7/2018,7/31/2013,,"","42",1/1/2017,"G02115"
"G02193","03295","Fieldwood Energy LLC","C","1","291705",5/11/2018,7/31/2013,,"","65",4/11/2018,"G02193"
"G02274","03295","Fieldwood Energy LLC","C","B","278214",1/13/2015,7/31/2013,,"B","23.1707",5/1/2014,"G02274"
"G02278","03295","Fieldwood Energy LLC","C","C","278119",1/8/2015,7/31/2013,,"C","28.9642",7/1/2013,"G02278"
"G02278","03295","Fieldwood Energy LLC","C","A","278113",1/8/2015,7/31/2013,,"A","30.1724",7/1/2013,"G02278"
"G02311","03295","Fieldwood Energy LLC","C","1","289520",7/19/2017,7/31/2013,,"","73.22843",1/1/2017,"G02311"
"G02324","03295","Fieldwood Energy LLC","C","1","286658",9/14/2016,7/31/2013,,"","12.35294",8/1/2015,"G02324"
"G02587","03295","Fieldwood Energy LLC","C","1","291957",6/11/2018,7/31/2013,,"","66.66666",1/1/2017,"G02587"
"G02592","03295","Fieldwood Energy LLC","C","1","302599",12/3/2021,7/31/2013,,"","50",8/27/2021,"G02592"
"G02719","03295","Fieldwood Energy LLC","C","1","292697",8/31/2018,7/31/2013,,"","24.67836",6/1/2018,"G02719"
"G02825","03295","Fieldwood Energy LLC","C","1","292581",7/30/2018,7/31/2013,,"","100",4/11/2018,"G02825"
"G02825","03295","Fieldwood Energy LLC","C","1","292581",7/30/2018,7/31/2013,,"","100",4/11/2018,"G02825"
"G02826","03295","Fieldwood Energy LLC","C","1","291805",5/24/2018,7/31/2013,,"","75",4/11/2018,"G02826"
"G02883","03295","Fieldwood Energy LLC","C","1","291964",6/12/2018,7/31/2013,,"","66.66667",1/1/2017,"G02883"
"G03776","03295","Fieldwood Energy LLC","C","1","291810",5/25/2018,7/31/2013,,"","100",4/11/2018,"G03776"
"G03998","03295","Fieldwood Energy LLC","C","1","291687",5/10/2018,7/31/2013,,"","100",4/11/2018,"G03998"
"G04126","03295","Fieldwood Energy LLC","C","1","291760",5/17/2018,7/31/2013,,"","100",4/11/2018,"G04126"
"G04232","03295","Fieldwood Energy LLC","C","1","291822",5/29/2018,7/31/2013,,"","100",4/11/2018,"G04232"
"G04232","03295","Fieldwood Energy LLC","C","1","291822",5/29/2018,7/31/2013,,"","100",4/11/2018,"G04232"
"G04809","03295","Fieldwood Energy LLC","C","1","292225",7/5/2018,7/31/2013,,"","100",4/11/2018,"G04809"
"G04809","03295","Fieldwood Energy LLC","C","1","292225",7/5/2018,7/31/2013,,"","100",4/11/2018,"G04809"
"G05040","03295","Fieldwood Energy LLC","C","1","291699",5/10/2018,7/31/2013,,"","100",4/11/2018,"G05040"
"G05504","03295","Fieldwood Energy LLC","C","1","291989",6/13/2018,7/31/2013,,"","100",4/11/2018,"G05504"
"G05504","03295","Fieldwood Energy LLC","C","1","291989",6/13/2018,7/31/2013,,"","100",4/11/2018,"G05504"
"G05504","03295","Fieldwood Energy LLC","C","1","291989",6/13/2018,7/31/2013,,"","100",4/11/2018,"G05504"
"G05646","03295","Fieldwood Energy LLC","C","1","291823",5/29/2018,7/31/2013,,"","100",4/11/2018,"G05646"
"G05800","03295","Fieldwood Energy LLC","C","1","291745",5/16/2018,7/31/2013,,"","100",4/11/2018,"G05800"
"G05800","03295","Fieldwood Energy LLC","C","1","291745",5/16/2018,7/31/2013,,"","100",4/11/2018,"G05800"
"G07780","03295","Fieldwood Energy LLC","C","1","292337",7/12/2018,7/31/2013,,"","100",4/11/2018,"G07780"
"G07780","03295","Fieldwood Energy LLC","C","1","292337",7/12/2018,7/31/2013,,"","100",4/11/2018,"G07780"
"G08467","03295","Fieldwood Energy LLC","C","1","291754",5/16/2018,7/31/2013,,"","100",4/11/2018,"G08467"
"G36869","03660","Orrion Holdings, Inc. ","C","1","303615",4/21/2022,4/13/2021,,"","7.25",6/23/2021,"G36869"
"G06894","02219","Anadarko US Offshore LLC","C","1","287591",1/19/2017,4/5/2016,,"","100",8/1/2016,"G06894"
"G06894","02219","Anadarko US Offshore LLC","C","1","287591",1/19/2017,4/5/2016,,"","100",8/1/2016,"G06894"
"G07461","02219","Anadarko US Offshore LLC","C","1","93864",9/28/1999,,,"","50",7/1/1999,"G07461"
"G07462","02219","Anadarko US Offshore LLC","C","1","93877",9/28/1999,,,"","50",7/1/1999,"G07462"
"G08469","02219","Anadarko US Offshore LLC","C","B","287814",1/31/2017,4/5/2016,,"B","100",8/1/2016,"G08469"
"G08469","02219","Anadarko US Offshore LLC","C","B","287814",1/31/2017,4/5/2016,,"B","100",8/1/2016,"G08469"
"G08469","02219","Anadarko US Offshore LLC","C","A","287812",1/31/2017,4/5/2016,,"A","75",8/1/2016,"G08469"
"G08484","02219","Anadarko US Offshore LLC","C","1","287590",1/19/2017,4/5/2016,,"","100",8/1/2016,"G08484"
"G08484","02219","Anadarko US Offshore LLC","C","1","287590",1/19/2017,4/5/2016,,"","100",8/1/2016,"G08484"
"G08797","02219","Anadarko US Offshore LLC","C","1","287592",1/20/2017,4/5/2016,,"","100",8/1/2016,"G08797"
"G08797","02219","Anadarko US Offshore LLC","C","1","287592",1/20/2017,4/5/2016,,"","100",8/1/2016,"G08797"
"G09183","02219","Anadarko US Offshore LLC","C","1","302679",12/15/2021,9/15/1997,,"","100",8/1/2021,"G09183"
"G09184","02219","Anadarko US Offshore LLC","C","1","302663",12/15/2021,,,"","100",8/1/2021,"G09184"
"G09216","02219","Anadarko US Offshore LLC","C","B","104107",10/7/1999,,,"B","50",7/1/1999,"G09216"
"G09216","02219","Anadarko US Offshore LLC","C","A","104105",10/7/1999,,,"A","25",7/1/1999,"G09216"
"G10380","02219","Anadarko US Offshore LLC","C","1","287735",1/25/2017,4/5/2016,,"","33.33",8/1/2016,"G10380"
"G10381","02219","Anadarko US Offshore LLC","C","1","287737",1/25/2017,4/5/2016,,"","33.33",8/1/2016,"G10381"
"G10514","02219","Anadarko US Offshore LLC","C","1","180668",6/1/2004,,,"","100",3/25/2004,"G10514"
"G10977","02219","Anadarko US Offshore LLC","C","1","287583",1/18/2017,4/5/2016,,"","100",8/1/2016,"G10977"
"G10977","02219","Anadarko US Offshore LLC","C","1","287583",1/18/2017,4/5/2016,,"","100",8/1/2016,"G10977"
"G11075","02219","Anadarko US Offshore LLC","C","1","302426",10/20/2021,9/15/1997,,"","41.8",1/1/2021,"G11075"
"G11080","02219","Anadarko US Offshore LLC","C","1","287504",1/12/2017,4/5/2016,,"","100",8/1/2016,"G11080"
"G11081","02219","Anadarko US Offshore LLC","C","1","287582",1/18/2017,4/5/2016,,"","100",8/1/2016,"G11081"
"G14205","02219","Anadarko US Offshore LLC","C","1","302672",12/15/2021,,,"","100",8/1/2021,"G14205"
"G14224","02219","Anadarko US Offshore LLC","C","1","125391",9/23/1999,,,"","50",7/1/1999,"G14224"
"G16641","02219","Anadarko US Offshore LLC","C","1","215914",10/17/2007,9/15/1997,,"","25",1/1/2007,"G16641"
"G16753","02219","Anadarko US Offshore LLC","C","1","302429",10/21/2021,9/15/1997,,"","41.8",1/1/2021,"G16753"
"G16783","02219","Anadarko US Offshore LLC","C","1","295375",8/12/2019,9/15/1997,,"","33.75",1/1/2019,"G16783"
"G17406","02219","Anadarko US Offshore LLC","C","1","302371",10/8/2021,,,"","80",7/26/2021,"G17406"
"G17407","02219","Anadarko US Offshore LLC","C","1","302374",10/8/2021,,,"","80",7/26/2021,"G17407"
"G17408","02219","Anadarko US Offshore LLC","C","1","302382",10/8/2031,,,"","80",7/26/2021,"G17408"
"G18194","02219","Anadarko US Offshore LLC","C","1","287785",1/30/2017,4/5/2016,,"","100",8/1/2016,"G18194"
"G18402","02219","Anadarko US Offshore LLC","C","1","265476",11/16/2012,11/23/2011,,"","100",10/1/2011,"G18402"
"G18402","02219","Anadarko US Offshore LLC","C","1","265476",11/16/2012,11/23/2011,,"","100",10/1/2011,"G18402"
"G18421","02219","Anadarko US Offshore LLC","C","1","295379",8/13/2019,9/15/1997,,"","33.75",1/1/2019,"G18421"
"G18423","02219","Anadarko US Offshore LLC","C","1","287589",1/19/2017,4/5/2016,,"","100",8/1/2016,"G18423"
"G19027","02219","Anadarko US Offshore LLC","C","1","193423",12/16/2005,9/15/1997,,"","100",1/1/2005,"G19027"
"G19028","02219","Anadarko US Offshore LLC","C","1","302690",12/15/2021,,,"","75",8/1/2021,"G19028"
"G19925","02219","Anadarko US Offshore LLC","C","1","287728",1/25/2017,4/5/2016,,"","100",8/1/2016,"G19925"
"G21182","02219","Anadarko US Offshore LLC","C","1","215959",10/18/2007,9/15/1997,,"","25",1/1/2007,"G21182"
"G21374","02219","Anadarko US Offshore LLC","C","1","302696",12/15/2021,,,"","100",8/1/2021,"G21374"
"G21444","02219","Anadarko US Offshore LLC","C","1","287616",1/20/2017,9/15/1997,,"","100",8/1/2016,"G21444"
"G21447","02219","Anadarko US Offshore LLC","C","1","301568",3/10/2021,4/5/2016,,"","31.90918",10/1/2020,"G21447"
"G21447","02219","Anadarko US Offshore LLC","C","1","301568",3/10/2021,4/5/2016,,"","31.90918",10/1/2020,"G21447"
"G21801","02219","Anadarko US Offshore LLC","C","A","302448",10/21/2021,4/5/2016,,"A","45",1/1/2021,"G21801"
"G21801","02219","Anadarko US Offshore LLC","C","B","302443",10/21/2021,4/5/2016,,"B","41.8",1/1/2021,"G21801"
"G21807","02219","Anadarko US Offshore LLC","C","1","302461",10/21/2021,9/15/1997,,"","41.8",1/1/2021,"G21807"
"G22850","02219","Anadarko US Offshore LLC","C","1","157503",5/31/2002,9/15/1997,,"","50",5/2/2002,"G22850"
"G22850","02219","Anadarko US Offshore LLC","C","1","157503",5/31/2002,9/15/1997,,"","50",5/2/2002,"G22850"
"G22987","02219","Anadarko US Offshore LLC","C","1","153535",6/1/2001,,,"","100",6/1/2001,"G22987"
"G24179","02219","Anadarko US Offshore LLC","C","1","295384",8/13/2019,9/15/1997,,"","33.75",1/1/2019,"G24179"
"G24184","02219","Anadarko US Offshore LLC","C","1","295388",8/13/2019,9/15/1997,,"","33.75",1/1/2019,"G24184"
"G24194","02219","Anadarko US Offshore LLC","C","1","291484",4/13/2018,9/15/1997,,"","44",1/1/2018,"G24194"
"G24197","02219","Anadarko US Offshore LLC","C","1","291477",4/13/2018,9/15/1997,,"","44",1/1/2018,"G24197"
"G25170","02219","Anadarko US Offshore LLC","C","1","286491",8/23/2016,4/5/2016,,"","33.33",8/1/2016,"G25170"
"G25174","02219","Anadarko US Offshore LLC","C","1","286484",8/22/2016,4/5/2016,,"","33.33",8/1/2016,"G25174"
"G25175","02219","Anadarko US Offshore LLC","C","1","286519",8/25/2016,4/5/2016,,"","33.33",8/1/2016,"G25175"
"G26771","02219","Anadarko US Offshore LLC","C","1","287644",1/20/2017,11/23/2011,,"","100",8/1/2016,"G26771"
"G26771","02219","Anadarko US Offshore LLC","C","1","287644",1/20/2017,11/23/2011,,"","100",8/1/2016,"G26771"
"G32654","02219","Anadarko US Offshore LLC","C","1","301571",3/10/2021,4/5/2016,,"","31.90918",10/1/2020,"G32654"
"G32654","02219","Anadarko US Offshore LLC","C","1","301571",3/10/2021,4/5/2016,,"","31.90918",10/1/2020,"G32654"
"G33254","02219","Anadarko US Offshore LLC","C","1","286533",8/29/2016,4/5/2016,,"","33.33",8/1/2016,"G33254"
