"LEASE_NUMBER","MMS_COMPANY_NUM","BUS_ASC_NAME","ASGN_STATUS_CODE","OWNER_ALIQUOT_CD","SN_LSE_OWNER","ASSGN_APRV_DATE","MMS_STRT_DATE","ASSGN_TERM_DATE","OWNER_GROUP_CODE","ASSIGNMENT_PCT","ASSGN_EFF_DATE","LEASE_NUM"
"G33255","02219","Anadarko US Offshore LLC","C","1","286515",8/25/2016,4/5/2016,,"","33.33",8/1/2016,"G33255"
"G34437","02219","Anadarko US Offshore LLC","C","1","302629",12/8/2021,4/5/2016,,"","50",5/1/2021,"G34437"
"G34557","02219","Anadarko US Offshore LLC","C","1","262207",12/1/2012,11/23/2011,,"","100",12/1/2012,"G34557"
"G34562","02219","Anadarko US Offshore LLC","C","1","296854",2/6/2020,4/5/2016,,"","33.34",11/27/2019,"G34562"
"G34564","02219","Anadarko US Offshore LLC","C","1","296857",2/6/2020,4/5/2016,,"","33.34",11/27/2019,"G34564"
"G34629","02219","Anadarko US Offshore LLC","C","1","302591",12/3/2021,11/23/2011,,"","37.5",9/1/2021,"G34629"
"G34630","02219","Anadarko US Offshore LLC","C","1","296859",2/6/2020,11/23/2011,,"","90",11/27/2019,"G34630"
"G34631","02219","Anadarko US Offshore LLC","C","1","302594",12/3/2021,11/23/2011,,"","37.5",9/1/2021,"G34631"
"G34632","02219","Anadarko US Offshore LLC","C","1","302597",12/3/2021,11/23/2011,,"","37.5",9/1/2021,"G34632"
"G34633","02219","Anadarko US Offshore LLC","C","1","302601",12/3/2021,11/23/2011,,"","37.5",9/1/2021,"G34633"
"G34634","02219","Anadarko US Offshore LLC","C","1","302603",12/3/2021,11/23/2011,,"","37.5",9/1/2021,"G34634"
"G34883","02219","Anadarko US Offshore LLC","C","1","287680",1/23/2017,4/5/2016,,"","100",8/1/2016,"G34883"
"G34902","02219","Anadarko US Offshore LLC","C","1","268240",7/1/2013,11/23/2011,,"","100",7/1/2013,"G34902"
"G34913","02219","Anadarko US Offshore LLC","C","1","268254",6/1/2013,11/23/2011,,"","100",6/1/2013,"G34913"
"G34918","02219","Anadarko US Offshore LLC","C","1","268259",7/1/2013,11/23/2011,,"","100",7/1/2013,"G34918"
"G34919","02219","Anadarko US Offshore LLC","C","1","268260",7/1/2013,11/23/2011,,"","100",7/1/2013,"G34919"
"G36399","01999","Houston Energy, L.P.","C","1","296314",10/24/2019,2/15/2002,,"","2.5",12/1/2018,"G36399"
"G36400","01999","Houston Energy, L.P.","C","1","303356",3/3/2022,2/15/2002,,"","25",8/27/2021,"G36400"
"G36438","01999","Houston Energy, L.P.","C","1","296422",11/21/2019,2/15/2002,,"","60",6/1/2019,"G36438"
"G36447","01999","Houston Energy, L.P.","C","1","303377",3/8/2022,2/15/2002,,"","10",10/1/2021,"G36447"
"G36452","01999","Houston Energy, L.P.","C","1","292877",12/1/2018,2/15/2002,,"","25",12/1/2018,"G36452"
"G36474","01999","Houston Energy, L.P.","C","1","292902",11/1/2018,2/15/2002,,"","50",11/1/2018,"G36474"
"G10350","02117","Shell Gulf of Mexico Inc.","C","1","169133",10/21/2003,,,"","30",7/1/2003,"G10350"
"G17358","02117","Shell Gulf of Mexico Inc.","C","1","169137",10/21/2003,,,"","25",7/1/2003,"G17358"
"G02893","00056","ConocoPhillips Company","C","1","297493",6/22/2020,,,"","17",7/15/2019,"G02893"
"G03339","00056","ConocoPhillips Company","C","1","162959",2/14/2003,1/29/2003,,"","100",12/31/2002,"G03339"
"G03339","00056","ConocoPhillips Company","C","1","162959",2/14/2003,1/29/2003,,"","100",12/31/2002,"G03339"
"G03339","00056","ConocoPhillips Company","C","1","162959",2/14/2003,1/29/2003,,"","100",12/31/2002,"G03339"
"G05868","00056","ConocoPhillips Company","C","1","162977",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G05868"
"G05871","00056","ConocoPhillips Company","C","1","162985",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G05871"
"G06981","00056","ConocoPhillips Company","C","1","162997",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G06981"
"G07969","00056","ConocoPhillips Company","C","1","180319",5/11/2004,1/29/2003,,"","1",1/1/2004,"G07969"
"G07975","00056","ConocoPhillips Company","C","1","180323",5/11/2004,1/29/2003,,"","1",1/1/2004,"G07975"
"G07976","00056","ConocoPhillips Company","C","1","180327",5/11/2004,1/29/2003,,"","1",1/1/2004,"G07976"
"G09873","00056","ConocoPhillips Company","C","1","163026",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G09873"
"G09883","00056","ConocoPhillips Company","C","1","163030",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G09883"
"G12166","00056","ConocoPhillips Company","C","1","163056",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G12166"
"G14653","00056","ConocoPhillips Company","C","1","163060",2/14/2003,1/29/2003,,"","15.96",12/31/2002,"G14653"
"G09981","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","155202",3/11/2002,,,"","23.9",1/1/2002,"G09981"
"G09982","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","155206",3/11/2002,,,"","23.9",1/1/2002,"G09982"
"G15607","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","132035",10/23/2001,,,"","44",3/1/2001,"G15607"
"G15608","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","132043",10/23/2001,,,"","44",3/1/2001,"G15608"
"G15609","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","155210",3/11/2002,,,"","23.9",1/1/2002,"G15609"
"G15604","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","132011",10/23/2001,,,"","44",3/1/2001,"G15604"
"G15610","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","155500",3/19/2002,,,"","23.9",1/1/2002,"G15610"
"G15606","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","132027",10/23/2001,,,"","44",3/1/2001,"G15606"
"G16764","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","301248",12/1/2020,,,"","72",11/13/2020,"G16764"
"G16765","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","301251",12/1/2020,,,"","72",11/13/2020,"G16765"
"G20084","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","283465",12/1/2020,,,"","72",11/13/2020,"G20084"
"G20085","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","283378",12/1/2020,,,"","72",11/13/2020,"G20085"
"G21810","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","301253",12/1/2020,1/31/2003,,"","72",11/13/2020,"G21810"
"G28100","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","267262",2/4/2013,1/31/2003,,"","23.9",11/1/2012,"G28100"
"G35910","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286705",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35910"
"G35911","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286706",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35911"
"G35912","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286707",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35912"
"G35908","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286703",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35908"
"G33855","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","267274",2/4/2013,1/31/2003,,"","23.9",11/1/2012,"G33855"
"G33859","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","267280",2/4/2013,1/31/2003,,"","23.9",11/1/2012,"G33859"
"G35913","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286708",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35913"
"G35909","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286704",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35909"
"G35914","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286709",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35914"
"G35907","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286702",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35907"
"G34493","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","262127",8/1/2012,1/31/2003,,"","100",8/1/2012,"G34493"
"G34497","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","262131",11/1/2012,1/31/2003,,"","100",11/1/2012,"G34497"
"G35915","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286710",12/1/2016,1/31/2003,,"","100",12/1/2016,"G35915"
"G34934","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","268277",9/1/2013,1/31/2003,,"","100",9/1/2013,"G34934"
"G34935","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","268278",9/1/2013,1/31/2003,,"","100",9/1/2013,"G34935"
"G34985","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","268340",9/1/2013,1/31/2003,,"","100",9/1/2013,"G34985"
"G34993","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","268351",9/1/2013,1/31/2003,,"","100",9/1/2013,"G34993"
"G35749","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282139",12/1/2015,1/31/2003,,"","100",12/1/2015,"G35749"
"G35750","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282140",12/1/2015,1/31/2003,,"","100",12/1/2015,"G35750"
"G35751","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282141",12/1/2015,1/31/2003,,"","100",12/1/2015,"G35751"
"G35752","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282142",12/1/2015,1/31/2003,,"","100",12/1/2015,"G35752"
"G35753","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282143",11/1/2015,1/31/2003,,"","100",11/1/2015,"G35753"
"G35754","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282144",11/1/2015,1/31/2003,,"","100",11/1/2015,"G35754"
"G35755","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282145",11/1/2015,1/31/2003,,"","100",11/1/2015,"G35755"
"G35756","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","282146",11/1/2015,1/31/2003,,"","100",11/1/2015,"G35756"
"G35968","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","302042",6/29/2021,1/31/2003,,"","25",5/14/2021,"G35968"
"G35969","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","302076",6/29/2021,1/31/2003,,"","25",5/14/2021,"G35969"
"G36005","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","302186",8/4/2021,1/31/2003,,"","100",5/14/2021,"G36005"
"G35926","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286721",11/1/2016,1/31/2003,,"","100",11/1/2016,"G35926"
"G35927","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286722",11/1/2016,1/31/2003,,"","100",11/1/2016,"G35927"
"G35928","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","286723",11/1/2016,1/31/2003,,"","100",11/1/2016,"G35928"
"G36054","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","292492",7/25/2018,1/31/2003,,"","23.9",7/1/2017,"G36054"
"G36056","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","292502",7/25/2018,1/31/2003,,"","23.9",7/1/2017,"G36056"
"G36191","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","291497",6/1/2018,1/31/2003,,"","100",6/1/2018,"G36191"
"G36192","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","291498",7/1/2018,1/31/2003,,"","100",7/1/2018,"G36192"
"G36862","02277","BHP Billiton Petroleum (Deepwater) Inc.","C","1","297353",8/1/2020,1/31/2003,,"","100",8/1/2020,"G36862"
"G08760","03295","Fieldwood Energy LLC","C","1","291763",5/17/2018,7/31/2013,,"","100",4/11/2018,"G08760"
"G09627","03295","Fieldwood Energy LLC","C","1","291827",5/30/2018,7/31/2013,,"","1",4/11/2018,"G09627"
"G09627","03295","Fieldwood Energy LLC","C","1","291827",5/30/2018,7/31/2013,,"","1",4/11/2018,"G09627"
"G09777","03295","Fieldwood Energy LLC","C","1","288940",3/29/2017,7/31/2013,,"","75.18797",8/29/2016,"G09777"
"G09777","03295","Fieldwood Energy LLC","C","1","288940",3/29/2017,7/31/2013,,"","75.18797",8/29/2016,"G09777"
"G10638","03295","Fieldwood Energy LLC","C","1","292989",9/13/2018,7/31/2013,,"","100",4/11/2018,"G10638"
"G10638","03295","Fieldwood Energy LLC","C","1","292989",9/13/2018,7/31/2013,,"","100",4/11/2018,"G10638"
"G10638","03295","Fieldwood Energy LLC","C","1","292989",9/13/2018,7/31/2013,,"","100",4/11/2018,"G10638"
"G10780","03295","Fieldwood Energy LLC","C","1","285574",5/16/2016,7/31/2013,,"","50",1/1/2015,"G10780"
"G10780","03295","Fieldwood Energy LLC","C","1","285574",5/16/2016,7/31/2013,,"","50",1/1/2015,"G10780"
"G10910","03295","Fieldwood Energy LLC","C","1","291953",6/8/2018,7/31/2013,,"","50",4/11/2018,"G10910"
"G10910","03295","Fieldwood Energy LLC","C","1","291953",6/8/2018,7/31/2013,,"","50",4/11/2018,"G10910"
"G12981","03295","Fieldwood Energy LLC","C","1","291789",5/18/2018,7/31/2013,,"","100",4/11/2018,"G12981"
"G13576","03295","Fieldwood Energy LLC","C","1","291991",6/13/2018,7/31/2013,,"","100",4/11/2018,"G13576"
"G13576","03295","Fieldwood Energy LLC","C","1","291991",6/13/2018,7/31/2013,,"","100",4/11/2018,"G13576"
"G13576","03295","Fieldwood Energy LLC","C","1","291991",6/13/2018,7/31/2013,,"","100",4/11/2018,"G13576"
"G13917","03295","Fieldwood Energy LLC","C","1","291791",5/21/2018,7/31/2013,,"","100",4/11/2018,"G13917"
"G14482","03295","Fieldwood Energy LLC","C","1","291776",5/17/2018,7/31/2013,,"","100",4/11/2018,"G14482"
"G14482","03295","Fieldwood Energy LLC","C","1","291776",5/17/2018,7/31/2013,,"","100",4/11/2018,"G14482"
"G15212","03295","Fieldwood Energy LLC","C","1","280542",6/15/2015,7/31/2013,,"","12.5",5/1/2014,"G15212"
"G15212","03295","Fieldwood Energy LLC","C","1","280542",6/15/2015,7/31/2013,,"","12.5",5/1/2014,"G15212"
"G16455","03295","Fieldwood Energy LLC","C","1","291807",5/23/2018,7/31/2013,,"","100",4/11/2018,"G16455"
"G16520","03295","Fieldwood Energy LLC","C","1","291672",5/8/2018,7/31/2013,,"","100",4/11/2018,"G16520"
"G17938","03295","Fieldwood Energy LLC","C","1","291812",5/25/2018,7/31/2013,,"","100",4/11/2018,"G17938"
"G21742","03295","Fieldwood Energy LLC","C","1","291796",5/22/2018,7/31/2013,,"","100",4/11/2018,"G21742"
"G21742","03295","Fieldwood Energy LLC","C","1","291796",5/22/2018,7/31/2013,,"","100",4/11/2018,"G21742"
"G21742","03295","Fieldwood Energy LLC","C","1","291796",5/22/2018,7/31/2013,,"","100",4/11/2018,"G21742"
"G21811","03295","Fieldwood Energy LLC","C","1","292435",7/20/2018,7/31/2013,,"","37.5",1/1/2018,"G21811"
"G21811","03295","Fieldwood Energy LLC","C","1","292435",7/20/2018,7/31/2013,,"","37.5",1/1/2018,"G21811"
"G21811","03295","Fieldwood Energy LLC","C","1","292435",7/20/2018,7/31/2013,,"","37.5",1/1/2018,"G21811"
"G21817","03295","Fieldwood Energy LLC","C","1","292348",7/17/2018,7/31/2013,,"","100",1/1/2018,"G21817"
"G21817","03295","Fieldwood Energy LLC","C","1","292348",7/17/2018,7/31/2013,,"","100",1/1/2018,"G21817"
"G23851","03295","Fieldwood Energy LLC","C","1","280282",5/13/2015,7/31/2013,,"","50",7/1/2013,"G23851"
"G24133","03295","Fieldwood Energy LLC","C","A","293899",2/12/2019,7/31/2013,,"A","52.94",12/1/2018,"G24133"
"G24133","03295","Fieldwood Energy LLC","C","B","293896",2/12/2019,7/31/2013,,"B","58.9363",12/1/2018,"G24133"
"G24134","03295","Fieldwood Energy LLC","C","A","303354",3/3/2022,7/31/2013,,"A","45",12/1/2018,"G24134"
"G24730","03295","Fieldwood Energy LLC","C","1","274798",5/16/2014,7/31/2013,,"","13.77279",7/1/2013,"G24730"
"G24730","03295","Fieldwood Energy LLC","C","1","274798",5/16/2014,7/31/2013,,"","13.77279",7/1/2013,"G24730"
"G24912","03295","Fieldwood Energy LLC","C","1","291773",5/17/2018,7/31/2013,,"","100",4/11/2018,"G24912"
"G24912","03295","Fieldwood Energy LLC","C","1","291773",5/17/2018,7/31/2013,,"","100",4/11/2018,"G24912"
"G24956","03295","Fieldwood Energy LLC","C","1","291784",5/18/2018,7/31/2013,,"","100",4/11/2018,"G24956"
"G25605","03295","Fieldwood Energy LLC","C","1","275670",7/21/2014,7/31/2013,,"","60",7/1/2013,"G25605"
"G26074","03295","Fieldwood Energy LLC","C","1","291798",5/22/2018,7/31/2013,,"","75",4/11/2018,"G26074"
"G26074","03295","Fieldwood Energy LLC","C","1","291798",5/22/2018,7/31/2013,,"","75",4/11/2018,"G26074"
"G26176","03295","Fieldwood Energy LLC","C","1","301855",6/16/2021,7/31/2013,,"","75",4/1/2021,"G26176"
"G32264","03295","Fieldwood Energy LLC","C","1","278687",2/2/2015,7/31/2013,,"","50",7/1/2013,"G32264"
"G32265","03295","Fieldwood Energy LLC","C","1","291673",5/9/2018,7/31/2013,,"","100",4/11/2018,"G32265"
"G01958","03296","Apache Shelf Exploration LLC","C","1","292019",9/28/2015,8/9/2013,,"","2",7/1/2013,"G01958"
"G01958","03296","Apache Shelf Exploration LLC","C","1","292019",9/28/2015,8/9/2013,,"","2",7/1/2013,"G01958"
"G13081","03296","Apache Shelf Exploration LLC","C","1","301173",12/17/2020,8/9/2013,,"","6.66667",4/1/2020,"G13081"
"G24990","03296","Apache Shelf Exploration LLC","C","1","303728",5/2/2022,8/9/2013,,"","11.25",8/27/2021,"G24990"
"G24990","03296","Apache Shelf Exploration LLC","C","1","303728",5/2/2022,8/9/2013,,"","11.25",8/27/2021,"G24990"
"G32264","03296","Apache Shelf Exploration LLC","C","1","278688",2/2/2015,8/9/2013,,"","50",7/1/2013,"G32264"
"G34912","03298","Houston Energy Deepwater Ventures XI, LLC","C","1","298153",8/19/2020,8/13/2013,,"","35.48387",7/17/2020,"G34912"
"G34452","03299","ILX Prospect Calliope, LLC","C","1","301979",6/23/2021,8/15/2013,,"","23.55555",1/1/2021,"G34452"
"G34452","03299","ILX Prospect Calliope, LLC","C","1","301979",6/23/2021,8/15/2013,,"","23.55555",1/1/2021,"G34452"
"G27277","03300","LLOG Omega Holdings, L.L.C.","C","1","277901",12/19/2014,8/15/2013,,"","50.25",7/1/2014,"G27277"
"G27277","03300","LLOG Omega Holdings, L.L.C.","C","1","277901",12/19/2014,8/15/2013,,"","50.25",7/1/2014,"G27277"
"G32334","03300","LLOG Omega Holdings, L.L.C.","C","1","277911",12/30/2014,8/15/2013,,"","50.25",7/1/2014,"G32334"
"G35336","03300","LLOG Omega Holdings, L.L.C.","C","1","297548",7/6/2020,8/15/2013,,"","50.25",4/1/2020,"G35336"
" 00479","03026","EnVen Energy Ventures, LLC","C","1","227160",6/26/2008,3/12/2008,,"","100",11/1/2007,"00479"
" 00479","03026","EnVen Energy Ventures, LLC","C","1","227160",6/26/2008,3/12/2008,,"","100",11/1/2007,"00479"
"G02638","03026","EnVen Energy Ventures, LLC","C","1","282542",9/23/2015,3/12/2008,,"","90",1/1/2015,"G02638"
"G02639","03026","EnVen Energy Ventures, LLC","C","1","280347",9/21/2015,8/23/2013,,"","90",1/1/2015,"G02639"
"G02642","03026","EnVen Energy Ventures, LLC","C","1","292479",7/24/2018,8/23/2013,,"","3.65",6/1/2018,"G02642"
"G02643","03026","EnVen Energy Ventures, LLC","C","1","282544",9/23/2015,8/23/2013,,"","90",1/1/2015,"G02643"
"G03061","03026","EnVen Energy Ventures, LLC","C","1","276152",8/8/2014,3/12/2008,,"","100",7/1/2013,"G03061"
"G06921","03026","EnVen Energy Ventures, LLC","C","1","226869",6/20/2008,3/12/2008,,"","100",11/1/2007,"G06921"
"G07995","03026","EnVen Energy Ventures, LLC","C","1","288372",3/10/2017,8/23/2013,,"","100",1/1/2016,"G07995"
"G07995","03026","EnVen Energy Ventures, LLC","C","1","288372",3/10/2017,8/23/2013,,"","100",1/1/2016,"G07995"
"G07998","03026","EnVen Energy Ventures, LLC","C","1","288370",3/10/2017,8/23/2013,,"","100",1/1/2016,"G07998"
"G07998","03026","EnVen Energy Ventures, LLC","C","1","288370",3/10/2017,8/23/2013,,"","100",1/1/2016,"G07998"
"G08035","03026","EnVen Energy Ventures, LLC","C","1","301989",6/25/2021,8/23/2013,,"","65",7/1/2020,"G08035"
"G08036","03026","EnVen Energy Ventures, LLC","C","1","301992",6/25/2021,8/23/2013,,"","65",7/1/2020,"G08036"
"G08038","03026","EnVen Energy Ventures, LLC","C","1","301999",6/25/2021,8/23/2013,,"","65",7/1/2020,"G08038"
"G10780","03026","EnVen Energy Ventures, LLC","C","1","285575",5/16/2016,8/23/2013,,"","50",1/1/2015,"G10780"
"G10780","03026","EnVen Energy Ventures, LLC","C","1","285575",5/16/2016,8/23/2013,,"","50",1/1/2015,"G10780"
"G10942","03026","EnVen Energy Ventures, LLC","C","1","251088",11/2/2010,3/12/2008,,"","16.2",1/1/2010,"G10942"
"G10944","03026","EnVen Energy Ventures, LLC","C","1","284200",1/8/2015,8/23/2013,,"","50",1/1/2015,"G10944"
"G34984","02219","Anadarko US Offshore LLC","C","1","288949",4/19/2017,11/23/2011,,"","70",2/1/2017,"G34984"
"G34992","02219","Anadarko US Offshore LLC","C","1","288952",4/19/2017,11/23/2011,,"","70",2/1/2017,"G34992"
"G35001","02219","Anadarko US Offshore LLC","C","1","287749",1/26/2017,4/5/2016,,"","100",8/1/2016,"G35001"
"G35008","02219","Anadarko US Offshore LLC","C","1","268367",6/1/2013,11/23/2011,,"","100",6/1/2013,"G35008"
"G35023","02219","Anadarko US Offshore LLC","C","1","268386",7/1/2013,11/23/2011,,"","100",7/1/2013,"G35023"
"G35038","02219","Anadarko US Offshore LLC","C","1","268406",6/1/2013,11/23/2011,,"","100",6/1/2013,"G35038"
"G35044","02219","Anadarko US Offshore LLC","C","1","268412",8/1/2013,11/23/2011,,"","100",8/1/2013,"G35044"
"G35077","02219","Anadarko US Offshore LLC","C","1","296886",2/7/2020,11/23/2011,,"","60",11/27/2019,"G35077"
"G35308","02219","Anadarko US Offshore LLC","C","1","287679",1/23/2017,4/5/2016,,"","100",8/1/2016,"G35308"
"G35309","02219","Anadarko US Offshore LLC","C","1","287848",2/2/2017,4/5/2016,,"","100",8/1/2016,"G35309"
"G35311","02219","Anadarko US Offshore LLC","C","1","296992",3/4/2020,4/5/2016,,"","100",1/1/2020,"G35311"
"G35312","02219","Anadarko US Offshore LLC","C","1","287691",1/23/2017,4/5/2016,,"","100",8/1/2016,"G35312"
"G35313","02219","Anadarko US Offshore LLC","C","1","287849",2/2/2017,4/5/2016,,"","100",8/1/2016,"G35313"
